material_id,project_id,project_budget,transaction_id,transaction_date,quantity,transport_mode,distance_covered,CO2_emission,project_name,project_start_date,project_end_date,project_location,supplier_id,material_name,material_category,supplier_name,supplier_location,supplier_rating
526,59,919743.8851142318,504,2020-02-20,86,Drone,156.05827940977412,5982.564699852188,Project_59,2024-11-30,2025-05-30,City_D,4,Material_526,Insulation,Supplier_4,City_G,1.0
258,28,219504.44018930904,505,2020-02-20,65,Truck,485.94314519880055,6287.102969703595,Project_28,2022-04-30,2022-10-30,City_A,2,Material_258,Binder,Supplier_2,City_E,5.0
946,92,351030.2077319368,506,2020-02-20,99,Truck,46.85343254751808,2094.8173953246055,Project_92,2027-08-31,2028-02-29,City_B,6,Material_946,Binder,Supplier_6,City_E,1.0
509,12,53805.64013990858,507,2020-02-20,66,Truck,42.75684650846891,303.5889420976369,Project_12,2020-12-31,2021-06-30,City_A,4,Material_509,Binder,Supplier_4,City_G,1.0
222,11,398383.125959501,508,2020-02-20,2,Drone,346.91588756981434,331.9393747671042,Project_11,2020-11-30,2021-05-30,City_D,8,Material_222,Structural,Supplier_8,City_E,4.0
855,58,227993.9347634459,509,2020-02-20,82,Truck,131.73161774165953,3819.0500746791226,project_58,2024-10-31,2025-04-30,City_D,6,Material_855,Structural,Supplier_6,City_E,1.0
628,9,124347.88119903025,510,2020-02-20,65,Rail,414.0780336514564,9567.833883984957,Project_9,2020-09-30,2021-03-30,City_D,10,Material_628,Structural,Supplier_10,City_F,3.0
401,79,367135.64677576104,511,2020-02-21,65,Truck,266.75006573668037,4598.719732138347,Project_79,2026-07-31,2027-01-31,City_D,3,Material_401,Binder,Supplier_3,City_G,5.0
470,11,398383.125959501,512,21/02/2020,48,Truck,157.77428901873319,1118.0826937205318,Project_11,2020-11-30,2021-05-30,City_D,5,Material_470,Insulation,Supplier_5,City_F,4.0
864,57,186518.78932132584,513,2020-02-21,73,Drone,131.6349239371092,3797.2114389324893,Project_57,2024-09-30,2025-03-30,City_D,5,Material_864,Insulation,Supplier_5,City_F,4.0
859,40,229205.31997844914,514,2020-02-21,69,Rail,161.78568227297546,4757.727430218575,Project_40,2023-04-30,2023-10-30,City_A,10,Material_859,Structural,Supplier_10,City_F,3.0
139,25,239766.68136443177,515,2020-02-21,92,Truck,211.15807720366428,4562.14457605566,Project_25,2022-01-31,2022-07-31,City_C,6,Material_139,Structural,Supplier_6,City_E,1.0
405,90,270037.4610087137,516,2020-02-21,33,Rail,175.5091533266321,1174.9335352825813,Project_90,2027-06-30,2027-12-30,City_D,9,Material_405,Binder,Supplier_9,City_G,5.0
35,44,232917.60883951094,517,2020-02-21,24,Drone,332.8010593463431,1397.013815646003,Project_44,2023-08-31,2024-02-29,City_C,9,Material_35,Binder,Supplier_9,City_G,5.0
279,14,225611.09988986986,518,2020-02-21,49,Rail,237.92010889620565,1854.74292113918,Project_14,2021-02-28,2021-08-28,City_B,1,Material_279,Insulation,Supplier_1,City_E,2.0
154,19,255528.09819480203,519,2020-02-21,31,Truck,71.6781581030139,366.43669060492266,Project_19,2021-07-31,2022-01-31,City_B,7,Material_154,Insulation,Supplier_7,City_G,4.0
516,9,124347.88119903025,520,2020-02-21,88,Rail,235.4364244244971,8486.11217523478,Project_9,2020-09-30,2021-03-30,City_D,6,Material_516,Binder,Supplier_6,City_E,1.0
683,95,151789.00199570245,521,2020-02-22,50,Drone,274.1522892039792,3609.713120365175,Project_95,2027-11-30,2028-05-30,City_D,4,Material_683,Insulation,Supplier_4,City_G,1.0
714,2,413286.555898641,522,2020-02-22,88,Rail,93.41235357553394,3802.9658880492548,Project_2,2020-02-29,2020-08-29,City_A,9,Material_714,Structural,Supplier_9,City_G,5.0
463,56,242151.7266123623,523,22/02/2020,62,Truck,307.9486999858676,2173.539783808411,Project_56,2024-08-31,2025-02-28,City_B,9,Material_463,Structural,Supplier_9,City_G,5.0
53,97,472205.175323829,524,2020-02-22,82,Drone,144.36315254417477,4833.575140337647,Project_97,2028-01-31,2028-07-31,City_D,6,Material_53,Insulation,Supplier_6,City_E,1.0
840,83,145039.18208198238,525,2020-02-22,67,Truck,292.60063158264995,2545.1344698618773,Project_83,2026-11-30,2027-05-30,City_D,4,Material_840,Structural,Supplier_4,City_G,1.0
599,26,350972.87250600185,526,2020-02-22,40,Rail,267.22319721518807,2541.5476392464852,Project_26,2022-02-28,2022-08-28,City_C,9,Material_599,Binder,Supplier_9,City_G,5.0
70,78,481627.99238815747,527,2020-02-22,69,Truck,447.46419174708484,2677.8490194696,Project_78,2026-06-30,2026-12-30,City_D,9,Material_70,Insulation,Supplier_9,City_G,5.0
662,14,225611.09988986986,528,2020-02-22,23,Drone,266.75006573668037,2043.2744393125345,Project_14,2021-02-28,2021-08-28,City_B,5,Material_662,Insulation,Supplier_5,City_F,4.0
928,32,248950.37356851666,529,2020-02-22,27,Truck,450.8411713800984,3652.1066943593873,Project_32,2022-08-31,2023-02-28,City_D,10,Material_928,Insulation,Supplier_10,City_F,3.0
44,77,333857.07008845,530,2020-02-22,46,Drone,368.4001985307364,4147.604716303254,Project_77,2026-05-31,2026-11-30,City_C,9,Material_44,Binder,Supplier_9,City_G,5.0
534,77,333857.07008845,531,2020-02-23,89,Drone,378.3890674075265,10398.09550176719,Project_77,2026-05-31,2026-11-30,City_C,2,Material_534,Binder,Supplier_2,City_E,5.0
332,63,453364.82315097307,532,2020-02-23,36,Drone,195.94969243636675,1855.7030694647308,Project_63,2025-03-31,2025-09-30,City_B,3,Material_332,Structural,Supplier_3,City_G,5.0
444,85,68310.17177779334,533,2020-02-23,83,Drone,4907.883328679602,6363.834897369141,Project_85,2027-01-31,2027-07-31,City_A,10,Material_444,Binder,Supplier_10,City_F,3.0
432,98,270037.4610087137,534,2020-02-23,87,Truck,272.36324718617936,3508.46882269113,Project_98,2028-02-29,2028-08-29,City_B,5,Material_432,Insulation,Supplier_5,City_F,4.0
78,19,255528.09819480203,535,2020-02-23,79,Drone,39.28614620754007,363.5908074649255,Project_19,2021-07-31,2022-01-31,City_B,5,Material_78,Structural,Supplier_5,City_F,4.0
105,43,111018.97531515686,536,2020-02-23,54,Truck,145.975714590252,2394.6304952547675,Project_43,2023-07-31,2024-01-31,City_C,8,Material_105,Structural,Supplier_8,City_E,4.0
290,45,119637.7663709079,537,2020-02-23,32,Truck,314.00625647269146,1915.2541930493078,Project_45,2023-09-30,2024-03-30,City_B,1,Material_290,Binder,Supplier_1,City_E,2.0
658,59,919743.8851142318,538,23/02/2020,46,Drone,355.3154153239281,6233.575126062575,Project_59,2024-11-30,2025-05-30,City_D,1,Material_658,Structural,Supplier_1,City_E,2.0
565,96,476895.4850634374,539,2020-02-23,19,Rail,266.75006573668037,537.8264124188779,Project_96,2027-12-31,2028-06-30,City_D,2,Material_565,Insulation,Supplier_2,City_E,5.0
183,50,270037.4610087137,540,2020-02-23,22,Rail,128.24413644292264,846.5351252947279,Project_50,2024-02-29,2024-08-29,City_D,1,Material_183,Insulation,Supplier_1,City_E,2.0
791,73,396454.77809268725,541,24/02/2020,3,Truck,96.99582219289832,88.86439197391633,Project_73,2026-01-31,2026-07-31,City_C,3,Material_791,Insulation,Supplier_3,City_G,5.0
420,38,89532.73431129847,542,2020-02-24,89,Drone,318.49320418416096,10728.119471466125,Project_38,2023-02-28,2023-08-28,City_C,10,Material_420,Structural,Supplier_10,City_F,3.0
373,43,111018.97531515686,543,2020-02-24,63,Drone,51.43330831128474,1116.8374281755307,Project_43,2023-07-31,2024-01-31,City_C,1,Material_373,Insulation,Supplier_1,City_E,2.0
729,65,258785.2459515074,544,2020-02-24,88,Drone,343.71258183971355,13784.864452401842,Project_65,2025-05-31,2025-11-30,City_B,3,Material_729,Binder,Supplier_3,City_G,5.0
718,3,482948.43543472525,545,24/02/2020,51,Drone,457.316541181661,4784.522810979066,Project_3,2020-03-31,2020-09-30,City_C,8,Material_718,Binder,Supplier_8,City_E,4.0
173,53,353875.5377386022,546,2020-02-24,6,Drone,299.3620975786319,299.3074251260797,Project_53,2024-05-31,2024-11-30,City_B,8,Material_173,Structural,Supplier_8,City_E,4.0
742,89,495606.54122965643,547,2020-02-24,31,Truck,160.79716432970082,106.49584985301959,Project_89,2027-05-31,2027-11-30,City_B,2,Material_742,Structural,Supplier_2,City_E,5.0
418,49,358049.89562397427,548,2020-02-24,6,Rail,447.8865222992946,1120.3409449489136,Project_49,2024-01-31,2024-07-31,City_A,8,Material_418,Structural,Supplier_8,City_E,4.0
279,40,229205.31997844914,549,2020-02-24,1,Truck,485.91189478919233,127.33569857048502,Project_40,2023-04-30,2023-10-30,City_A,1,Material_279,Insulation,Supplier_1,City_E,2.0
793,16,330919.16563907184,550,2020-02-24,78,Rail,20.471682778507212,721.7165339261294,Project_16,2021-04-30,2021-10-30,City_A,7,Material_793,Binder,Supplier_7,City_G,4.0
265,61,53928.488449120356,551,2020-02-25,83,Drone,250.65129924986127,5917.674412018755,Project_61,2025-01-31,2025-07-31,City_A,5,Material_265,Structural,Supplier_5,City_F,4.0
101,96,476895.4850634374,552,2020-02-25,86,Rail,3020.757777121049,4593.269309839189,Project_96,2027-12-31,2028-06-30,City_D,1,Material_101,Insulation,Supplier_1,City_E,2.0
34,90,270037.4610087137,553,2020-02-25,92,Drone,26.226099511643405,968.6341254842937,Project_90,2027-06-30,2027-12-30,City_D,8,Material_34,Binder,Supplier_8,City_E,4.0
327,22,270037.4610087137,554,2020-02-25,3,Truck,213.9044663824297,306.6746035204982,Project_22,2021-10-31,2022-04-30,City_C,5,Material_327,Insulation,Supplier_5,City_F,4.0
979,23,100582.77823091074,555,2020-02-25,72,Truck,290.85335173168073,7153.363143015372,project_23,2021-11-30,2022-05-30,City_A,1,Material_979,Structural,Supplier_1,City_E,2.0
599,97,472205.175323829,556,2020-02-25,86,Drone,4607.955297774546,17446.371412498756,Project_97,2028-01-31,2028-07-31,City_D,9,Material_599,Binder,Supplier_9,City_G,5.0
91,50,270037.4610087137,557,2020-02-25,35,Rail,153.6445191618314,2392.1245823375743,Project_50,2024-02-29,2024-08-29,City_D,2,Material_91,Structural,Supplier_2,City_E,5.0
271,46,285099.4498207758,558,2020-02-25,51,Rail,203.5919863528789,3285.2115017324422,Project_46,2023-10-31,2024-04-30,City_A,8,Material_271,Binder,Supplier_8,City_E,4.0
868,20,288014.4012885507,559,2020-02-25,58,Drone,292.4110942070602,6368.384603165604,Project_20,2021-08-31,2022-02-28,City_D,10,Material_868,Insulation,Supplier_10,City_F,3.0
791,87,129283.67943618153,560,2020-02-25,80,Truck,91.51251459179362,3110.052669260197,Project_87,2027-03-31,2027-09-30,City_A,3,Material_791,Insulation,Supplier_3,City_G,5.0
417,17,309900.67695988156,561,2020-02-26,66,Rail,183.9895495812995,2187.7523758315083,Project_17,2021-05-31,2021-11-30,City_C,5,Material_417,Structural,Supplier_5,City_F,4.0
750,12,53805.64013990858,562,2020-02-26,22,Truck,261.5708772721257,1995.5383727712947,Project_12,2020-12-31,2021-06-30,City_A,10,Material_750,Insulation,Supplier_10,City_F,3.0
525,33,211110.98807980525,563,2020-02-26,94,Rail,153.3822576874375,4961.659297325744,Project_33,2022-09-30,2023-03-30,City_C,2,Material_525,Structural,Supplier_2,City_E,5.0
950,29,270037.4610087137,564,26/02/2020,98,Drone,372.49573738811387,15658.316493619386,Project_29,2022-05-31,2022-11-30,City_C,4,Material_950,Structural,Supplier_4,City_G,1.0
131,85,68310.17177779334,565,2020-02-26,11,Truck,22.917195894974782,115.31137810103094,Project_85,2027-01-31,2027-07-31,City_A,10,Material_131,Binder,Supplier_10,City_F,3.0
949,55,417126.2859611962,566,2020-02-26,57,Drone,50.35496130279203,627.8430118999936,Project_55,2024-07-31,2025-01-31,City_C,9,Material_949,Insulation,Supplier_9,City_G,5.0
807,86,367159.9689487641,567,2020-02-26,7,Truck,373.5383263172882,859.3920762504206,Project_86,2027-02-28,2027-08-28,City_A,5,Material_807,Binder,Supplier_5,City_F,4.0
950,30,66478.82415284181,568,2020-02-26,83,Truck,417.89799401282664,10960.536813071072,project_30,2022-06-30,2022-12-30,City_B,4,Material_950,Structural,Supplier_4,City_G,1.0
848,52,152404.84224091633,569,26/02/2020,85,Truck,328.9243408639626,7762.583783637663,Project_52,2024-04-30,2024-10-30,City_A,1,Material_848,Binder,Supplier_1,City_E,2.0
522,1,378840.8485445615,570,2020-02-26,60,Drone,370.07600536008147,2381.8871915216523,Project_1,2020-01-31,2020-07-31,City_D,9,Material_522,Insulation,Supplier_9,City_G,5.0
810,75,299196.9755300338,571,2020-02-27,17,Truck,173.43190806919725,1208.5139577091377,Project_75,2026-03-31,2026-09-30,City_D,4,Material_810,Structural,Supplier_4,City_G,1.0
339,32,248950.37356851666,572,2020-02-27,83,Truck,51.50285071944402,817.2754293943781,Project_32,2022-08-31,2023-02-28,City_D,3,Material_339,Binder,Supplier_3,City_G,5.0
699,81,82501.87961088613,573,2020-02-27,41,Drone,183.2145175910399,3185.7424578979444,project_81,2026-09-30,2027-03-30,City_A,8,Material_699,Binder,Supplier_8,City_E,4.0
639,34,301297.7535921101,574,2020-02-27,66,Drone,56.848085082697054,1408.1041187568355,Project_34,2022-10-31,2023-04-30,City_D,4,Material_639,Insulation,Supplier_4,City_G,1.0
479,57,186518.78932132584,575,2020-02-27,33,Drone,431.3429331814244,4177.756274214297,Project_57,2024-09-30,2025-03-30,City_D,2,Material_479,Insulation,Supplier_2,City_E,5.0
454,34,301297.7535921101,576,2020-02-27,15,Drone,219.67689411170525,881.264676175311,Project_34,2022-10-31,2023-04-30,City_D,3,Material_454,Structural,Supplier_3,City_G,5.0
100,87,129283.67943618153,577,2020-02-27,24,Truck,267.3041095189078,3040.5545707093406,Project_87,2027-03-31,2027-09-30,City_A,6,Material_100,Insulation,Supplier_6,City_E,1.0
977,89,495606.54122965643,578,27/02/2020,76,Drone,197.26742057049177,6190.667470368751,Project_89,2027-05-31,2027-11-30,City_B,7,Material_977,Structural,Supplier_7,City_G,4.0
871,50,270037.4610087137,579,2020-02-27,39,Drone,213.9869795969525,3437.385290381093,Project_50,2024-02-29,2024-08-29,City_D,6,Material_871,Insulation,Supplier_6,City_E,1.0
699,96,476895.4850634374,580,27/02/2020,9,Drone,102.72590265125436,437.7527577325868,Project_96,2027-12-31,2028-06-30,City_D,8,Material_699,Binder,Supplier_8,City_E,4.0
995,23,100582.77823091074,581,2020-02-28,10,Truck,322.0100842370729,708.771750011267,project_23,2021-11-30,2022-05-30,City_A,8,Material_995,Structural,Supplier_8,City_E,4.0
932,93,155402.0197601285,582,2020-02-28,97,Truck,29.115287344196336,1385.561831415706,Project_93,2027-09-30,2028-03-30,City_B,7,Material_932,Insulation,Supplier_7,City_G,4.0
504,33,211110.98807980525,583,28/02/2020,44,Drone,282.58074490456335,1368.3342473592227,Project_33,2022-09-30,2023-03-30,City_C,2,Material_504,Structural,Supplier_2,City_E,5.0
444,83,145039.18208198238,584,2020-02-28,33,Rail,94.16894765306918,1258.5679096403069,Project_83,2026-11-30,2027-05-30,City_D,10,Material_444,Binder,Supplier_10,City_F,3.0
561,100,1950581.5483643755,585,2020-02-28,18,Drone,198.44713443631474,1660.8338335595809,Project_100,2028-04-30,2028-10-30,City_D,7,Material_561,Structural,Supplier_7,City_G,4.0
941,90,270037.4610087137,586,2020-02-28,93,Drone,199.94265453409304,3828.4500194950965,Project_90,2027-06-30,2027-12-30,City_D,7,Material_941,Structural,Supplier_7,City_G,4.0
990,93,155402.0197601285,587,2020-02-28,43,Rail,163.7664305811858,1383.451057479193,Project_93,2027-09-30,2028-03-30,City_B,3,Material_990,Binder,Supplier_3,City_G,5.0
381,83,145039.18208198238,588,2020-02-28,42,Drone,192.57192051954507,874.0516554929063,Project_83,2026-11-30,2027-05-30,City_D,5,Material_381,Structural,Supplier_5,City_F,4.0
254,23,100582.77823091074,589,28/02/2020,1,Truck,198.30697830337812,57.6050504227472,project_23,2021-11-30,2022-05-30,City_A,6,Material_254,Structural,Supplier_6,City_E,1.0
836,92,351030.2077319368,590,2020-02-28,54,Truck,218.8357759092366,1385.4376319499536,Project_92,2027-08-31,2028-02-29,City_B,4,Material_836,Binder,Supplier_4,City_G,1.0
123,74,357523.35415044805,591,2020-02-29,76,Rail,493.9048388065427,16541.055777890844,Project_74,2026-02-28,2026-08-28,City_B,6,Material_123,Structural,Supplier_6,City_E,1.0
689,86,367159.9689487641,592,2020-02-29,7,Rail,81.73346268686353,2677.8490194696,Project_86,2027-02-28,2027-08-28,City_A,3,Material_689,Insulation,Supplier_3,City_G,5.0
84,13,77522.87076632929,593,2020-02-29,21,Drone,105.63899459589626,492.5441479063937,Project_13,2021-01-31,2021-07-31,City_D,5,Material_84,Structural,Supplier_5,City_F,4.0
999,32,248950.37356851666,594,2020-02-29,46,Drone,266.75006573668037,3100.786322224083,Project_32,2022-08-31,2023-02-28,City_D,8,Material_999,Insulation,Supplier_8,City_E,4.0
223,82,233331.71969618674,595,2020-02-29,60,Drone,181.3790551532295,1967.6967083599154,project_82,2026-10-31,2027-04-30,City_D,1,Material_223,Structural,Supplier_1,City_E,2.0
107,22,270037.4610087137,596,29/02/2020,70,Truck,99.1450141124322,3350.740803068071,Project_22,2021-10-31,2022-04-30,City_C,1,Material_107,Structural,Supplier_1,City_E,2.0
214,95,151789.00199570245,597,2020-02-29,68,Rail,375.70680440449974,4509.496655178535,Project_95,2027-11-30,2028-05-30,City_D,9,Material_214,Insulation,Supplier_9,City_G,5.0
354,42,76142.59103470482,598,2020-02-29,25,Rail,266.75006573668037,1860.631699636801,Project_42,2023-06-30,2023-12-30,City_A,9,Material_354,Insulation,Supplier_9,City_G,5.0
82,39,126721.502362334,599,2020-02-29,63,Drone,98.42557187046529,2481.3257899910986,Project_39,2023-03-31,2023-09-30,City_C,7,Material_82,Insulation,Supplier_7,City_G,4.0
979,46,285099.4498207758,600,2020-02-29,90,Truck,424.40151088671246,18795.791770204974,Project_46,2023-10-31,2024-04-30,City_A,1,Material_979,Structural,Supplier_1,City_E,2.0
914,99,365138.35458091594,601,2020-03-01,12,Rail,315.92807995609263,2677.8490194696,Project_99,2028-03-31,2028-09-30,City_C,6,Material_914,Insulation,Supplier_6,City_E,1.0
190,12,53805.64013990858,602,2020-03-01,7,Drone,33.910138408238744,98.20983757108588,Project_12,2020-12-31,2021-06-30,City_A,8,Material_190,Insulation,Supplier_8,City_E,4.0
993,70,403635.9796424347,603,2020-03-01,48,Drone,266.7913038353818,4351.8732183897455,Project_70,2025-10-31,2026-04-30,City_D,4,Material_993,Binder,Supplier_4,City_G,1.0
407,22,270037.4610087137,604,2020-03-01,49,Truck,49.94846254682614,963.9102056011152,Project_22,2021-10-31,2022-04-30,City_C,8,Material_407,Insulation,Supplier_8,City_E,4.0
735,62,96226.48180300942,605,2020-03-01,19,Rail,372.9868944549783,1729.0361851744503,Project_62,2025-02-28,2025-08-28,City_A,3,Material_735,Structural,Supplier_3,City_G,5.0
385,61,53928.488449120356,606,2020-03-01,69,Rail,393.877312083689,7789.855355039566,Project_61,2025-01-31,2025-07-31,City_A,2,Material_385,Binder,Supplier_2,City_E,5.0
907,25,239766.68136443177,607,2020-03-01,1,Rail,333.5095522782212,92.04018769903624,Project_25,2022-01-31,2022-07-31,City_C,4,Material_907,Structural,Supplier_4,City_G,1.0
312,31,326403.58447628404,608,2020-03-01,74,Truck,255.5896812213941,6786.620719451804,Project_31,2022-07-31,2023-01-31,City_D,7,Material_312,Structural,Supplier_7,City_G,4.0
595,72,310976.3635924036,609,2020-03-01,76,Truck,218.89787631776466,5715.779985605046,Project_72,2025-12-31,2026-06-30,City_D,10,Material_595,Binder,Supplier_10,City_F,3.0
15,19,255528.09819480203,610,2020-03-01,55,Rail,150.0647561386239,2075.092206396312,Project_19,2021-07-31,2022-01-31,City_B,5,Material_15,Binder,Supplier_5,City_F,4.0
301,36,211495.2867043449,611,2020-03-02,1,Rail,54.57641398238046,13.115629649180756,Project_36,2022-12-31,2023-06-30,City_C,2,Material_301,Insulation,Supplier_2,City_E,5.0
783,67,217953.31791087778,612,02/03/2020,46,Drone,223.45134539977852,4098.690555316865,Project_67,2025-07-31,2026-01-31,City_B,7,Material_783,Structural,Supplier_7,City_G,4.0
539,35,425806.94611365424,613,2020-03-02,72,Rail,299.91734627933664,7362.385066921427,Project_35,2022-11-30,2023-05-30,City_D,4,Material_539,Binder,Supplier_4,City_G,1.0
549,27,270037.4610087137,614,2020-03-02,14,Rail,475.2489439169333,2218.7942631869737,Project_27,2022-03-31,2022-09-30,City_C,9,Material_549,Insulation,Supplier_9,City_G,5.0
328,64,210980.2417194673,615,2020-03-02,62,Drone,71.51117183445653,1332.1228856109335,Project_64,2025-04-30,2025-10-30,City_D,2,Material_328,Structural,Supplier_2,City_E,5.0
574,43,111018.97531515686,616,2020-03-02,20,Truck,51.76722597525711,376.28789573787657,Project_43,2023-07-31,2024-01-31,City_C,7,Material_574,Structural,Supplier_7,City_G,4.0
672,97,472205.175323829,617,2020-03-02,67,Rail,326.72677974504813,2596.0885118491506,Project_97,2028-01-31,2028-07-31,City_D,8,Material_672,Structural,Supplier_8,City_E,4.0
273,69,459342.5378659155,618,2020-03-02,23,Drone,468.38350108869327,1561.4876191785497,Project_69,2025-09-30,2026-03-30,City_A,6,Material_273,Structural,Supplier_6,City_E,1.0
780,23,100582.77823091074,619,2020-03-02,4,Truck,400.16811407285184,441.88575961306253,project_23,2021-11-30,2022-05-30,City_A,9,Material_780,Binder,Supplier_9,City_G,5.0
496,67,217953.31791087778,620,2020-03-02,34,Rail,361.3338401125814,4660.718368505814,Project_67,2025-07-31,2026-01-31,City_B,6,Material_496,Insulation,Supplier_6,City_E,1.0
613,41,350930.0527123332,621,2020-03-03,53,Drone,263.3623757765193,4288.501597568757,Project_41,2023-05-31,2023-11-30,City_A,10,Material_613,Insulation,Supplier_10,City_F,3.0
443,63,453364.82315097307,622,2020-03-03,95,Truck,287.9983343517814,12769.131160709627,Project_63,2025-03-31,2025-09-30,City_B,10,Material_443,Structural,Supplier_10,City_F,3.0
674,15,62947.22471966816,623,2020-03-03,29,Truck,224.3001391011382,677.8477841124799,Project_15,2021-03-31,2021-09-30,City_C,8,Material_674,Structural,Supplier_8,City_E,4.0
773,44,232917.60883951094,624,2020-03-03,24,Drone,232.86227583438395,817.8185893966437,Project_44,2023-08-31,2024-02-29,City_C,6,Material_773,Binder,Supplier_6,City_E,1.0
560,9,124347.88119903025,625,2020-03-03,2,Rail,50.106183979321564,34.8695796075022,Project_9,2020-09-30,2021-03-30,City_D,8,Material_560,Binder,Supplier_8,City_E,4.0
966,56,242151.7266123623,626,2020-03-03,58,Drone,230.7525140296719,4412.23025696961,Project_56,2024-08-31,2025-02-28,City_B,3,Material_966,Structural,Supplier_3,City_G,5.0
251,56,242151.7266123623,627,2020-03-03,31,Rail,65.49625781731382,2677.8490194696,Project_56,2024-08-31,2025-02-28,City_B,5,Material_251,Structural,Supplier_5,City_F,4.0
416,83,145039.18208198238,628,2020-03-03,22,Truck,96.99260449805072,674.6837351127919,Project_83,2026-11-30,2027-05-30,City_D,4,Material_416,Insulation,Supplier_4,City_G,1.0
791,16,330919.16563907184,629,2020-03-03,61,Drone,193.43446207305107,5463.842494653458,Project_16,2021-04-30,2021-10-30,City_A,3,Material_791,Insulation,Supplier_3,City_G,5.0
572,39,126721.502362334,630,2020-03-03,45,Truck,354.73769560315566,4692.962345533291,Project_39,2023-03-31,2023-09-30,City_C,3,Material_572,Binder,Supplier_3,City_G,5.0
964,93,155402.0197601285,631,2020-03-04,25,Truck,372.1406060052744,3919.0740102166014,Project_93,2027-09-30,2028-03-30,City_B,6,Material_964,Insulation,Supplier_6,City_E,1.0
32,72,310976.3635924036,632,2020-03-04,87,Truck,198.03801739622327,3001.091746029011,Project_72,2025-12-31,2026-06-30,City_D,10,Material_32,Binder,Supplier_10,City_F,3.0
30,33,211110.98807980525,633,2020-03-04,60,Truck,25.514894978325508,282.4403622674566,Project_33,2022-09-30,2023-03-30,City_C,2,Material_30,Binder,Supplier_2,City_E,5.0
525,40,229205.31997844914,634,04/03/2020,24,Drone,275.82049476652855,2581.8552054157317,Project_40,2023-04-30,2023-10-30,City_A,2,Material_525,Structural,Supplier_2,City_E,5.0
565,17,309900.67695988156,635,2020-03-04,7,Truck,280.70588004174607,298.7714864499995,Project_17,2021-05-31,2021-11-30,City_C,2,Material_565,Insulation,Supplier_2,City_E,5.0
639,60,364896.9530478012,636,2020-03-04,63,Truck,149.4827180649012,2882.811416841083,Project_60,2024-12-31,2025-06-30,City_C,4,Material_639,Insulation,Supplier_4,City_G,1.0
838,46,285099.4498207758,637,2020-03-04,73,Truck,461.4198371466657,8706.965885113399,Project_46,2023-10-31,2024-04-30,City_A,10,Material_838,Structural,Supplier_10,City_F,3.0
962,24,472658.090580287,638,2020-03-04,42,Rail,42.99986888463973,380.3971450447856,Project_24,2021-12-31,2022-06-30,City_B,9,Material_962,Structural,Supplier_9,City_G,5.0
433,57,186518.78932132584,639,04/03/2020,42,Drone,45.25966326099639,457.83478949132814,Project_57,2024-09-30,2025-03-30,City_D,6,Material_433,Binder,Supplier_6,City_E,1.0
52,84,462789.0637229991,640,2020-03-04,70,Rail,464.09477321502516,8447.781248867394,project_84,2026-12-31,2027-06-30,City_B,2,Material_52,Structural,Supplier_2,City_E,5.0
262,83,145039.18208198238,641,2020-03-05,69,Drone,272.36403227700873,7030.8122940738185,Project_83,2026-11-30,2027-05-30,City_D,3,Material_262,Insulation,Supplier_3,City_G,5.0
376,46,285099.4498207758,642,2020-03-05,97,Rail,187.1967290444143,7927.137972231231,Project_46,2023-10-31,2024-04-30,City_A,1,Material_376,Binder,Supplier_1,City_E,2.0
862,99,365138.35458091594,643,2020-03-05,86,Truck,268.9719372021603,4990.664313748835,Project_99,2028-03-31,2028-09-30,City_C,7,Material_862,Structural,Supplier_7,City_G,4.0
350,66,420563.3674756672,644,05/03/2020,69,Truck,381.30137563062607,9873.249748562694,Project_66,2025-06-30,2025-12-30,City_A,10,Material_350,Binder,Supplier_10,City_F,3.0
822,6,123766.42539278559,645,2020-03-05,51,Rail,56.68597064432626,1264.258657379815,Project_6,2020-06-30,2020-12-30,City_D,5,Material_822,Structural,Supplier_5,City_F,4.0
249,32,248950.37356851666,646,2020-03-05,50,Rail,138.45708296193547,1272.3106997277162,Project_32,2022-08-31,2023-02-28,City_D,4,Material_249,Structural,Supplier_4,City_G,1.0
377,75,299196.9755300338,647,2020-03-05,62,Rail,327.3207569293122,4450.988799544736,Project_75,2026-03-31,2026-09-30,City_D,9,Material_377,Insulation,Supplier_9,City_G,5.0
705,15,62947.22471966816,648,2020-03-05,54,Drone,107.60983391198467,844.9187152461865,Project_15,2021-03-31,2021-09-30,City_C,10,Material_705,Insulation,Supplier_10,City_F,3.0
933,47,175912.74088626273,649,2020-03-05,7,Drone,266.75006573668037,778.799038364202,Project_47,2023-11-30,2024-05-30,City_B,7,Material_933,Binder,Supplier_7,City_G,4.0
244,88,109869.87971519976,650,2020-03-05,58,Truck,223.28729857405872,2132.1503854780267,Project_88,2027-04-30,2027-10-30,City_A,3,Material_244,Insulation,Supplier_3,City_G,5.0
200,23,100582.77823091074,651,2020-03-06,87,Drone,322.316520916116,12566.244235632143,project_23,2021-11-30,2022-05-30,City_A,10,Material_200,Binder,Supplier_10,City_F,3.0
451,61,53928.488449120356,652,2020-03-06,63,Rail,209.9629345171881,1735.4497919916025,Project_61,2025-01-31,2025-07-31,City_A,7,Material_451,Insulation,Supplier_7,City_G,4.0
756,35,425806.94611365424,653,2020-03-06,31,Rail,211.9743368432872,1993.771104509478,Project_35,2022-11-30,2023-05-30,City_D,2,Material_756,Structural,Supplier_2,City_E,5.0
