transaction_id,project_id,material_id,transaction_date,quantity,transport_mode,distance_covered,CO2_emission,supplier_rating,project_budget
2845,25,341,2020-10-11,88,Truck,303.23028617200947,4467.930431717835,,
2846,43,215,2020-10-11,73,Rail,20.72452516529733,162.06668759627135,,
2847,32,281,2020-10-11,70,Truck,261.7122311188376,7405.726424539144,,
2848,26,766,2020-10-11,55,Rail,260.526160199008,3772.196231274173,,
2849,89,926,2020-10-11,6,Rail,334.03750575019643,842.9114065755729,,
2850,17,634,2020-10-11,22,Drone,177.27719049586042,405.3280811327718,,
2851,54,30,2020-10-12,79,Rail,221.5759580336749,5619.557464857212,,
2852,92,249,2020-10-12,4,Drone,149.31169039694575,283.44559513890573,,
2853,4,953,2020-10-12,42,Truck,494.0534733853944,2592.6417999755754,,
2854,54,27,2020-10-12,60,Truck,231.7708367337992,2051.096072826227,,
2855,49,7,2020-10-12,95,Drone,242.2668590272145,,,
2856,47,536,2020-10-12,70,Rail,93.26040209591172,3251.400621202198,,
2857,98,63,2020-10-12,56,Drone,64.76472873039698,1761.7980133710737,,
2858,54,800,2020-10-12,31,Drone,269.55520081832617,1950.5985223249204,,
2859,48,39,2020-10-12,59,Drone,368.1874787209524,,,
2860,2,243,2020-10-12,84,Drone,19.1018092364083,433.0746572579098,,
2861,11,629,2020-10-13,21,Truck,459.7490169928062,1007.903719966708,,
2862,70,975,2020-10-13,58,Truck,177.11605128262678,2693.128992285292,,
2863,7,306,2020-10-13,93,Truck,32.54355663926672,1445.2362104433894,,
2864,19,395,2020-10-13,26,Drone,456.7888545535828,4458.958325535928,,
2865,48,331,2020-10-13,80,Rail,239.8963541610489,7441.899148513853,,
2866,80,998,2020-10-13,63,Rail,86.61540947146032,2029.4749654887376,,
2867,42,907,2020-10-13,69,Rail,439.6312655130875,14797.753492568978,,
2868,34,175,2020-10-13,41,Rail,277.9260672019603,1891.288634070862,,
2869,8,87,2020-10-13,40,Truck,380.4522660372969,7517.192732261767,,
2870,30,963,2020-10-13,76,Rail,390.6350707331552,6656.9753125864845,,
2871,96,659,2020-10-14,65,Drone,382.7707868717267,8896.982594077157,,
2872,69,454,2020-10-14,55,Rail,124.04382208293718,2349.597503120373,,
2873,56,758,2020-10-14,92,Truck,28.82489718910584,854.5086685479624,,
2874,81,674,2020-10-14,6,Truck,45.28720052105028,30.88509712469639,,
2875,55,72,2020-10-14,46,Drone,77.97532391660583,724.7060370475248,,
2876,45,640,2020-10-14,21,Rail,412.2021389282343,3159.975658995589,,
2877,70,774,2020-10-14,65,Truck,25.25855145327294,234.4183586779432,,
2878,74,538,2020-10-14,41,Truck,188.98913865923507,1890.987417928004,,
2879,66,749,2020-10-14,42,Truck,454.11671079515486,3432.2017079712728,,
2880,58,505,2020-10-14,69,Rail,38.18382340518909,456.8284565299924,,
2881,96,196,2020-10-15,40,Drone,,1291.4335656937037,,
2882,36,740,2020-10-15,5,Rail,302.4338355331801,466.9451113623143,,
2883,41,51,2020-10-15,11,Rail,430.472703762262,712.2062532316277,,
2884,91,948,2020-10-15,55,Drone,450.5202899172924,5872.758868816291,,
2885,84,217,2020-10-15,36,Rail,243.83587859182228,2390.258145092073,,
2886,80,268,2020-10-15,96,Truck,348.18539708919354,7024.0695334848415,,
2887,7,470,2020-10-15,72,Drone,282.72806290068297,8534.833162121458,,
2888,76,878,2020-10-15,33,Drone,29.59418907420536,103.43252255015626,,
2889,45,790,2020-10-15,92,Drone,300.34182019447417,13647.756744756109,,
2890,38,770,2020-10-15,35,Drone,232.2223723776808,3663.860321910628,,
2891,30,397,2020-10-16,6,Truck,67.9635836903073,148.12958505863116,,
2892,40,5,2020-10-16,37,Rail,,2668.631464757053,,
2893,50,814,2020-10-16,26,Rail,370.1690556194524,4639.129635307389,,
2894,47,563,2020-10-16,23,Rail,128.61349395685778,692.7244234196336,,
2895,18,872,2020-10-16,43,Drone,53.05833530782351,954.44962550639,,
2896,100,209,2020-10-16,56,Rail,252.65977125971588,2813.583044137256,,
2897,15,459,2020-10-16,99,Rail,142.92474934699896,6588.35585606387,,
2898,67,740,2020-10-16,80,Drone,266.4644985366061,8147.567256509368,,
2899,97,183,2020-10-16,95,Drone,416.2966100471926,5872.281324322803,,
2900,36,926,2020-10-16,67,Drone,428.08137564990847,12003.604416545955,,
2901,3,276,2020-10-17,19,Rail,398.6791335366945,1284.7498628958942,,
2902,40,633,2020-10-17,31,Rail,103.83806846921898,872.0912340707325,,
2903,24,844,2020-10-17,24,Drone,364.5189407038246,4171.937620165076,,
2904,64,78,2020-10-17,29,Drone,287.15174660462804,2424.158272615048,,
2905,69,268,2020-10-17,41,Drone,163.91745335345266,1256.5270478418822,,
2906,8,918,2020-10-17,63,Truck,258.6132764480825,2444.499791923039,,
2907,76,616,2020-10-17,7,Rail,174.39584659721362,414.5401597891744,,
2908,24,469,2020-10-17,48,Drone,216.355694933886,4324.929295066559,,
2909,98,818,2020-10-17,74,Rail,,3106.7956930846854,,
2910,40,139,2020-10-17,35,Rail,75.65394994524112,1213.8384003752126,,
2911,60,716,2020-10-18,68,Drone,493.2035407936011,16169.933513240145,,
2912,8,268,2020-10-18,64,Rail,92.74799896989408,1461.989006467271,,
2913,89,872,2020-10-18,16,Rail,288.3575808298264,925.4885714473672,,
2914,47,137,2020-10-18,20,Truck,479.4849998481338,4473.952788401217,,
2915,25,478,2020-10-18,23,Rail,316.2204813930873,1941.2447505139028,,
2916,19,409,2020-10-18,12,Truck,204.6353036321343,906.623381242,,
2917,95,624,2020-10-18,19,Truck,492.67323785525736,3205.209884460073,,
2918,55,908,2020-10-18,41,Truck,165.77645128157786,1114.854132199143,,
2919,17,594,2020-10-18,42,Drone,137.67694288460464,2072.325334908035,,
2920,19,319,2020-10-18,99,Rail,107.07401966121036,,,
2921,54,17,2020-10-19,50,Drone,309.3660423517181,2677.8490194696,,
2922,74,407,2020-10-19,92,Rail,230.25349370696105,7139.541152923743,,
2923,77,420,2020-10-19,72,Drone,210.8112261407753,,,
2924,1,467,2020-10-19,43,Drone,465.84205043994166,4632.713837141128,,
2925,77,223,2020-10-19,98,Drone,168.18599052610557,4193.732906614632,,
2926,62,621,2020-10-19,33,Drone,482.010189758446,7134.627845451037,,
2927,76,608,2020-10-19,70,Drone,495.5891285492202,13315.314903074252,,
2928,40,721,2020-10-19,32,Rail,352.17821122462834,4954.241357914501,,
2929,90,986,2020-10-19,24,Truck,256.414397841725,2328.481099912602,,
2930,7,536,2020-10-19,64,Rail,83.16191994155444,1743.376361255657,,
2931,66,703,2020-10-20,30,Truck,19.76783061380735,189.6381475596961,,
2932,90,262,2020-10-20,25,Drone,13.862027471376791,163.43194376369382,,
2933,99,85,2020-10-20,2,Drone,,82.44329836437004,,
2934,72,351,2020-10-20,76,Drone,262.38071976812404,3441.792301039329,,
2935,35,277,2020-10-20,55,Drone,224.25647118499063,2113.6926291686705,,
2936,33,653,2020-10-20,33,Drone,206.82561761742645,1481.031046969469,,
2937,78,573,2020-10-20,37,Rail,181.5338307377334,1874.035474379382,,
2938,96,314,2020-10-20,35,Rail,387.852128079496,5012.087277109793,,
2939,89,334,2020-10-20,79,Truck,318.0566511782385,3760.7309152779926,,
2940,24,626,2020-10-20,64,Drone,433.301800055443,13424.180824103516,,
2941,30,953,2020-10-21,93,Drone,402.6919170373079,15759.96290791689,,
2942,94,436,2020-10-21,51,Truck,400.4901988121432,6321.551580143975,,
2943,21,925,2020-10-21,52,Rail,117.51921397364498,3049.284546084996,,
2944,84,603,2020-10-21,3,Drone,234.21242099515632,136.43922145048202,,
2945,35,878,2020-10-21,80,Truck,352.96953181569285,12872.592075843317,,
2946,44,734,2020-10-21,94,Truck,390.7510908155789,5665.001633841735,,
2947,32,745,2020-10-21,42,Drone,220.02516618240537,2465.753151542797,,
2948,39,670,2020-10-21,30,Truck,486.8004968880472,6850.691599391804,,
2949,20,371,2020-10-21,98,Truck,335.7696260927491,11201.751129785838,,
2950,46,893,2020-10-21,58,Drone,190.84325407568943,3017.067304455308,,
2951,80,362,2020-10-22,31,Drone,107.56608669952338,659.7256429907213,,
2952,12,535,2020-10-22,99,Truck,145.04237946906952,5574.190169233652,,
2953,72,551,2020-10-22,60,Truck,244.45034972944748,3897.3717090235023,,
2954,63,48,2020-10-22,92,Truck,226.34250740507028,7183.362593916477,,
2955,21,48,2020-10-22,13,Truck,373.86310190425934,1708.2265610150566,,
2956,60,92,2020-10-22,1,Truck,123.4534439768436,30.89460817845564,,
2957,52,753,2020-10-22,64,Truck,298.7868640965836,4283.36072734964,,
2958,47,991,2020-10-22,7,Rail,327.3742073752597,641.6791200009011,,
2959,52,119,2020-10-22,35,Rail,472.1260295678529,5838.813728206002,,
2960,75,880,2020-10-22,39,Drone,266.7370301883137,2850.8764353930915,,
2961,64,555,2020-10-23,52,Rail,464.3849527316297,11532.358114924458,,
2962,76,143,2020-10-23,30,Rail,,,,
2963,31,193,2020-10-23,3,Drone,433.4287686563708,284.49968232386743,,
2964,67,826,2020-10-23,49,Truck,452.643741805785,2878.1378108763506,,
2965,58,621,2020-10-23,22,Drone,,2195.934442850252,,
2966,37,571,2020-10-23,16,Drone,333.16747146856005,2604.177486871932,,
2967,15,426,2020-10-23,82,Rail,468.51115778652513,3856.685935112473,,
2968,51,368,2020-10-23,14,Drone,428.5974569105108,640.8678538463395,,
2969,53,51,2020-10-23,48,Truck,155.1757770147911,2071.716957917273,,
2970,8,696,2020-10-23,62,Drone,449.8067974539546,3150.4753400242257,,
2971,98,196,2020-10-24,81,Rail,387.9020073457,8243.786119489325,,
2972,85,796,2020-10-24,83,Drone,473.7919150409983,18997.79475479706,,
2973,48,69,2020-10-24,17,Drone,98.17571718329742,244.7921786416528,,
2974,38,789,2020-10-24,98,Truck,419.8152992505076,17108.12807710601,,
2975,14,471,2020-10-24,7,Truck,456.2488545244812,1343.080175189864,,
2976,9,310,2020-10-24,8,Truck,262.5964483333747,270.15309932322253,,
2977,14,852,2020-10-24,60,Rail,184.98039448425368,3576.717637524731,,
2978,47,78,2020-10-24,40,Drone,335.6549053152794,1978.680344069632,,
2979,62,49,2020-10-24,13,Rail,4168.701866022101,1448.783543483451,,
2980,51,68,2020-10-24,6,Truck,404.6479724690567,717.7478041845169,,
2981,18,826,2020-10-25,41,Truck,302.12816406801375,4295.052245693491,,
2982,51,322,2020-10-25,66,Truck,398.31141116492415,3198.8803455177786,,
2983,50,520,2020-10-25,47,Rail,351.6886555096222,3623.008077157337,,
2984,15,347,2020-10-25,23,Truck,405.7897129734202,4371.799287939721,,
2985,1,42,2020-10-25,83,Rail,474.0962868791353,6646.880392189957,,
2986,87,884,2020-10-25,28,Drone,227.11678041775068,1325.1402106435671,,
2987,79,165,2020-10-25,56,Rail,421.5195825028354,4861.598940847663,,
2988,76,854,2020-10-25,73,Drone,91.13828088829167,910.6686830362104,,
2989,82,749,2020-10-25,15,Rail,189.5005670387365,1021.6516619576344,,
2990,53,623,2020-10-25,74,Drone,229.22325402292824,,,
2991,24,771,2020-10-26,48,Truck,210.87463895940303,3869.182915203836,,
2992,61,729,2020-10-26,93,Drone,407.24639750113033,13833.505004560282,,
2993,8,930,2020-10-26,70,Truck,275.5295415302919,4099.360635439076,,
2994,52,938,2020-10-26,91,Rail,203.7791280734265,3512.26225445832,,
2995,12,833,2020-10-26,13,Rail,462.26054412595215,1056.0145911884713,,
2996,73,550,2020-10-26,49,Rail,115.72531713901505,1315.640758792755,,
2997,44,152,2020-10-26,96,Drone,419.3074266227165,9548.046257769169,,
2998,4,163,2020-10-26,28,Truck,231.06166117830963,2898.8769026914247,,
2999,63,640,2020-10-26,44,Rail,159.80195601579504,3347.4180340978924,,
3000,60,810,2020-10-26,90,Drone,191.62115136390327,2819.544444509163,,
3001,25,573,2020-10-27,98,Truck,418.73578240062375,9911.4349947832,,
3002,99,84,2020-10-27,88,Rail,90.73818840195877,812.416473804126,,
3003,79,158,2020-10-27,28,Drone,425.1866160873484,1238.8487720790629,,
3004,37,511,2020-10-27,95,Truck,340.4490742444717,7809.173989923261,,
3005,93,668,2020-10-27,21,Truck,216.77694650365828,1213.7463290889827,,
3006,28,368,2020-10-27,85,Drone,293.3035039284593,10430.739431530375,,
3007,53,394,2020-10-27,53,Rail,430.9603479552164,10969.765711533972,,
3008,74,437,2020-10-27,82,Truck,187.9810989407024,2652.235344244447,,
3009,15,595,2020-10-27,79,Rail,436.4805284424386,9335.36050943392,,
3010,3,732,2020-10-27,96,Drone,10.400420830393232,120.42529247098982,,
3011,26,545,2020-10-28,21,Truck,408.9804790442308,1597.5707763794155,,
3012,33,670,2020-10-28,6,Truck,263.44868497262144,254.94016263868,,
3013,46,580,2020-10-28,76,Drone,,7466.067422945308,,
3014,100,963,2020-10-28,75,Rail,110.7390131036506,2709.186040788639,,
3015,12,112,2020-10-28,67,Rail,,10165.453202811594,,
3016,34,854,2020-10-28,56,Drone,482.61536862207225,4132.819889019004,,
3017,98,4,2020-10-28,92,Rail,136.04576240629456,4162.465723829474,,
3018,18,568,2020-10-28,60,Truck,115.0523536995438,,,
3019,17,861,2020-10-28,43,Truck,487.071381045832,3779.26148374972,,
3020,86,80,2020-10-28,86,Drone,122.48039103031302,2153.0210430986813,,
3021,95,73,2020-10-29,66,Truck,344.57955269592225,7249.313517233,,
3022,11,677,2020-10-29,50,Truck,117.77351533925828,2250.777379267165,,
3023,14,935,2020-10-29,79,Drone,124.23493392241733,4505.817923836367,,
3024,20,996,2020-10-29,23,Drone,306.2417580672054,3227.7039944391527,,
3025,64,761,2020-10-29,47,Truck,371.6545635005272,4507.211643858436,,
3026,31,752,2020-10-29,14,Truck,428.02846914707226,987.6835243669204,,
3027,23,609,2020-10-29,78,Rail,370.2133596590981,12462.92411648586,,
3028,96,830,2020-10-29,4,Truck,39.66750045542378,71.04219886930206,,
3029,28,635,2020-10-29,85,Rail,412.6649342359375,8360.386826826725,,
3030,51,68,2020-10-29,25,Truck,65.32782311760369,225.7563440617101,,
3031,82,721,2020-10-30,17,Truck,2782.067487295285,1705.595400460998,,
3032,67,875,2020-10-30,55,Truck,97.8841636521866,,,
3033,84,77,2020-10-30,41,Truck,361.46467297738695,2045.7382303385189,,
3034,99,692,2020-10-30,68,Drone,374.76020360817705,8506.725473967901,,
3035,87,919,2020-10-30,19,Rail,444.0445764351947,3519.389537135232,,
3036,85,335,2020-10-30,93,Truck,201.8803280832894,6645.502484787495,,
3037,1,87,2020-10-30,77,Drone,185.8308937813225,2049.6946197365623,,
3038,54,537,2020-10-30,90,Truck,177.27609031141674,7423.266471387769,,
3039,72,87,2020-10-30,73,Rail,156.25813123366004,3022.063965176613,,
3040,38,420,2020-10-30,58,Truck,422.559099628558,7413.804563425471,,
3041,19,751,2020-10-31,74,Truck,330.6214125347833,6337.011220590855,,
3042,68,229,2020-10-31,95,Drone,304.80693450795366,12860.69567706524,,
3043,57,388,2020-10-31,97,Drone,236.816199698383,4752.7467059887895,,
3044,77,783,2020-10-31,38,Drone,470.89006571255743,4955.9875491455805,,
3045,44,604,2020-10-31,6,Rail,412.88727360504896,664.6960485878099,,
3046,47,912,2020-10-31,1,Truck,418.1856371427518,179.3093080100643,,
3047,44,687,2020-10-31,26,Truck,234.39372986467387,1835.384870351916,,
3048,94,901,2020-10-31,97,Rail,,13434.677404773116,,
3049,74,582,2020-10-31,90,Drone,3375.7320139921694,5163.609784580953,,
3050,31,313,2020-10-31,45,Rail,357.3770332804261,7305.732931386548,,
3051,67,730,2020-11-01,94,Rail,117.38862202919974,1317.4261801584742,,
3052,85,678,2020-11-01,44,Rail,407.5484695031377,4068.889036136163,,
3053,97,525,2020-11-01,67,Rail,160.90243084686793,3493.252892453073,,
3054,32,976,2020-11-01,40,Rail,83.66301939440287,1631.2197114169564,,
3055,29,486,2020-11-01,15,Drone,319.94925517629383,964.1391905497884,,
3056,12,688,2020-11-01,86,Drone,43.83208491155757,1279.4898500223942,,
3057,63,964,2020-11-01,66,Drone,41.629045491943856,720.2180117666551,,
3058,7,138,2020-11-01,94,Rail,70.87336160021073,2683.7506943558483,,
3059,70,278,2020-11-01,54,Rail,74.35316459283167,1346.899009649401,,
3060,77,597,2020-11-01,94,Truck,470.8606471287536,15175.03774644318,,
3061,63,978,2020-11-02,54,Drone,389.4282889238768,7240.197746706149,,
3062,64,522,2020-11-02,29,Truck,369.2917613852514,1375.165926484632,,
3063,78,466,2020-11-02,75,Drone,45.51874339624039,345.257580989305,,
3064,21,514,2020-11-02,46,Rail,,869.6451001186571,,
3065,67,857,2020-11-02,27,Truck,53.69658732759917,640.5884705670238,,
3066,8,732,2020-11-02,73,Drone,116.72860198677228,4003.174488030186,,
3067,75,658,2020-11-02,41,Rail,88.57343981414913,1297.3505748323876,,
3068,78,122,2020-11-02,54,Drone,159.03181837182376,1408.0682857801785,,
3069,38,557,2020-11-02,5,Rail,473.1107640142386,1045.651784301799,,
3070,25,998,2020-11-02,99,Drone,219.90927283372253,10472.562747081874,,
3071,46,810,2020-11-03,51,Rail,642.4423021578258,1353.978204940389,,
3072,39,693,2020-11-03,20,Drone,353.3500852540605,,,
3073,32,65,2020-11-03,24,Truck,3038.660918857693,1163.700653707557,,
3074,46,753,2020-11-03,98,Drone,191.4814602628267,7649.819510558837,,
3075,61,999,2020-11-03,82,Truck,380.052768766561,,,
3076,63,22,2020-11-03,52,Truck,69.79824942407261,694.3938662309763,,
3077,97,417,2020-11-03,75,Rail,4819.839153423717,6123.409837342479,,
3078,31,601,2020-11-03,71,Rail,51.85351507976555,1686.707355560816,,
3079,29,93,2020-11-03,79,Drone,123.41205996659993,,,
3080,27,837,2020-11-03,57,Drone,257.0628539403756,5603.266793308841,,
3081,53,707,2020-11-04,9,Drone,361.7974132529905,565.496795746437,,
3082,16,744,2020-11-04,18,Drone,427.20202710201374,996.9965858765574,,
3083,96,388,2020-11-04,11,Truck,81.04616210711096,180.9294199476311,,
3084,97,631,2020-11-04,83,Truck,228.29061854137976,3643.047569102993,,
3085,27,952,2020-11-04,79,Rail,169.5644502039003,5576.44001849332,,
3086,71,51,2020-11-04,36,Drone,98.65209762646714,719.2069143887795,,
3087,41,821,2020-11-04,59,Rail,343.43679343419143,7470.814695398204,,
3088,87,851,2020-11-04,63,Truck,262.02329053361404,7554.797288961359,,
3089,15,740,2020-11-04,64,Drone,499.9290795872771,15363.7308894843,,
3090,30,823,2020-11-04,19,Truck,458.08445975613387,2738.959382623604,,
3091,95,996,2020-11-05,24,Truck,461.6272638354943,4261.873780860284,,
3092,26,732,2020-11-05,37,Truck,391.2034243262106,5529.698362346917,,
3093,31,21,2020-11-05,2,Rail,379.4959539587369,121.83575281164184,,
3094,60,25,2020-11-05,3,Rail,447.5694607382693,,,
3095,12,303,2020-11-05,21,Drone,366.6614506371986,942.0587813836736,,
3096,58,849,2020-11-05,20,Drone,495.2028217097612,3656.7128905766094,,
3097,30,986,2020-11-05,39,Truck,161.41060903046906,2265.805618263442,,
3098,68,247,2020-11-05,81,Drone,341.3475897141264,13482.291924500338,,
3099,68,804,2020-11-05,13,Truck,13.421599134882294,58.79308181932289,,
3100,26,257,2020-11-05,43,Truck,63.87875003097746,340.67741989626927,,
3101,74,846,2020-11-06,93,Truck,,18170.4174834096,,
3102,89,48,2020-11-06,6,Drone,169.68317154060506,281.3874049629176,,
3103,22,803,2020-11-06,89,Drone,48.80959477936944,1563.1149754663838,,
3104,62,374,2020-11-06,16,Rail,19.77648231040268,106.0417413277732,,
3105,9,895,2020-11-06,28,Drone,121.67750540957564,566.1038855253031,,
3106,75,813,2020-11-06,62,Truck,282.3553747338209,7296.475960830159,,
3107,64,461,2020-11-06,19,Drone,276.90535897767245,2101.5522748721955,,
3108,67,650,2020-11-06,72,Drone,334.67846047254045,3385.501231704075,,
3109,67,435,2020-11-06,47,Rail,418.5967149101792,,,
3110,37,525,2020-11-06,50,Rail,317.7933841936407,5657.527454425057,,
3111,35,144,2020-11-07,90,Rail,133.74421042062792,3586.629349022934,,
3112,10,120,2020-11-07,25,Truck,299.53731198338306,2240.961682883641,,
3113,85,584,2020-11-07,27,Rail,48.95442755187002,305.77591937162185,,
3114,26,561,2020-11-07,26,Truck,176.87455532046036,2198.228929358736,,
3115,38,648,2020-11-07,61,Truck,2159.3557933434845,6298.701011955275,,
3116,80,259,2020-11-07,50,Truck,69.5957533623193,1128.2545843742023,,
3117,15,524,2020-11-07,60,Rail,282.05549873698885,3640.181876937676,,
3118,1,559,2020-11-07,56,Drone,34.917453757460684,,,
3119,70,327,2020-11-07,27,Drone,21.69437003045182,,,
3120,89,71,2020-11-07,72,Drone,461.597602635391,4166.274901538488,,
3121,56,379,2020-11-08,35,Drone,213.0667244679205,,,
3122,10,71,2020-11-08,50,Rail,142.4115440480673,2894.317132712448,,
3123,95,635,2020-11-08,87,Rail,464.2379730744816,17358.878215855177,,
3124,32,1000,2020-11-08,6,Rail,,,,
3125,93,583,2020-11-08,56,Rail,,6311.257121444455,,
3126,80,299,2020-11-08,39,Drone,103.21320626266774,1798.7147328802505,,
3127,46,902,2020-11-08,79,Truck,39.48498463442618,1545.9763811148496,,
3128,67,497,2020-11-08,9,Drone,125.15303323219868,313.34689474527346,,
3129,31,726,2020-11-08,99,Truck,397.1487386608791,,,
3130,40,487,2020-11-08,72,Rail,402.845661351408,8335.899471409557,,
3131,21,883,2020-11-09,41,Drone,312.48594378559164,3821.9181495465073,,
3132,79,635,2020-11-09,84,Truck,76.47191218434095,,,
3133,10,950,2020-11-09,25,Truck,190.461172044105,582.8516968518247,,
3134,46,792,2020-11-09,90,Rail,119.00112833387657,4704.961053627561,,
3135,23,968,2020-11-09,44,Drone,32.553582182889414,379.4715099135332,,
3136,48,373,2020-11-09,49,Drone,,7008.889727352368,,
3137,42,385,2020-11-09,76,Drone,37.59626901008001,369.8708194602586,,
3138,27,874,2020-11-09,83,Rail,356.244170621817,8652.053072440007,,
3139,2,344,2020-11-09,14,Truck,46.43708529434033,314.5262803901312,,
3140,20,560,2020-11-09,12,Rail,388.3946567296889,637.2592966490337,,
3141,65,63,2020-11-10,50,Drone,28.6395548538982,457.047376887933,,
3142,52,184,2020-11-10,59,Truck,123.2267489612478,2023.742612511587,,
3143,93,679,2020-11-10,36,Drone,80.0452620326625,1008.112674306102,,
3144,48,243,2020-11-10,99,Drone,237.8340923189136,10494.47777175847,,
3145,16,446,2020-11-10,26,Drone,275.15788424878605,1042.8519252658932,,
3146,61,297,2020-11-10,21,Truck,350.3998631910718,1846.7566523803364,,
3147,72,570,2020-11-10,45,Truck,331.969758660348,1736.7985707051284,,
3148,45,176,2020-11-10,48,Truck,45.56703132408948,,,
3149,67,632,2020-11-10,69,Drone,94.56948633185776,,,
3150,71,837,2020-11-10,55,Truck,63.38711205786136,461.25352279055153,,
3151,48,353,2020-11-11,24,Drone,123.8690391053403,1448.838803089018,,
3152,21,796,2020-11-11,77,Truck,71.39067823112626,2202.302009003419,,
3153,45,903,2020-11-11,52,Truck,462.5715035128031,11725.575198334873,,
3154,57,118,2020-11-11,6,Rail,83.06541412888845,,,
3155,12,17,2020-11-11,21,Rail,355.7483882784163,2891.682613370688,,
3156,48,869,2020-11-11,76,Rail,139.61317690098585,2306.96544196829,,
3157,73,733,2020-11-11,25,Rail,170.5417041898947,707.25222407329,,
3158,46,340,2020-11-11,71,Rail,,1102.5895248647992,,
3159,69,64,2020-11-11,84,Rail,201.49205002859344,6528.144865119744,,
3160,46,74,2020-11-11,94,Truck,118.414485704611,3024.127577848028,,
3161,66,465,2020-11-12,51,Truck,470.16070209271845,8207.177655706222,,
3162,24,689,2020-11-12,12,Rail,193.14005512544145,404.8760593832912,,
3163,14,516,2020-11-12,48,Truck,194.305031930878,1247.2449322966966,,
3164,30,180,2020-11-12,3,Rail,271.0823362868201,302.33648461470966,,
3165,61,541,2020-11-12,1,Truck,383.2213205577928,71.48451889432826,,
3166,23,872,2020-11-12,10,Drone,163.67534356320397,349.8247568249114,,
3167,76,736,2020-11-12,67,Drone,271.93165376144174,3288.688080125139,,
3168,72,234,2020-11-12,23,Truck,392.4098288713551,4489.0435568647545,,
3169,52,306,2020-11-12,75,Rail,122.60396552021685,3998.942589836556,,
3170,33,1,2020-11-12,93,Drone,,3182.119024485995,,
3171,29,366,2020-11-13,58,Rail,303.969434897506,5980.199498179587,,
3172,98,455,2020-11-13,83,Drone,419.3193735265234,10667.641733653809,,
3173,80,21,2020-11-13,63,Drone,109.22099826788742,3420.038343181044,,
3174,22,997,2020-11-13,14,Drone,276.5461102635365,863.1552560884309,,
3175,89,610,2020-11-13,17,Truck,301.7589508773886,524.896850978197,,
3176,46,78,2020-11-13,7,Rail,384.9258566127967,523.3816827664496,,
3177,79,717,2020-11-13,80,Rail,401.0267625811237,7692.515300661835,,
3178,64,487,2020-11-13,58,Rail,97.0718441867701,2775.438757417775,,
3179,46,10,2020-11-13,88,Truck,187.14165460789565,7946.038694558121,,
3180,98,359,2020-11-13,37,Drone,446.7126158474686,2477.0816658650924,,
3181,45,288,2020-11-14,38,Truck,43.29643516729348,750.3185448000858,,
3182,21,969,2020-11-14,44,Drone,199.1199077457328,1667.7388438674468,,
3183,48,516,2020-11-14,57,Drone,442.7748409597355,10255.056281403758,,
3184,97,828,2020-11-14,98,Drone,196.38640636229007,7422.881637681304,,
3185,10,405,2020-11-14,5,Truck,398.11532025409366,533.5565232070252,,
3186,97,833,2020-11-14,2,Drone,,44.92963280835672,,
3187,38,963,2020-11-14,94,Truck,228.75561924384493,6410.4909874682,,
3188,93,723,2020-11-14,47,Rail,282.50923291342025,4726.553164560461,,
3189,87,606,2020-11-14,11,Drone,275.5507812864953,579.3199941620004,,
3190,66,13,2020-11-14,23,Rail,153.69791917541696,1395.6782537119657,,
3191,97,733,2020-11-15,78,Truck,467.8381278695371,13808.808252147768,,
3192,30,65,2020-11-15,63,Drone,456.6986666970635,12770.17041030326,,
3193,100,927,2020-11-15,28,Rail,102.38732261869436,695.0855145269533,,
3194,58,934,2020-11-15,40,Drone,337.36509273804063,3717.8848332894895,,
3195,84,387,2020-11-15,51,Rail,334.6899825605799,3189.2097908466126,,
3196,5,345,2020-11-15,47,Truck,205.2349135479164,3667.051133612202,,
3197,27,655,2020-11-15,40,Rail,294.726402701446,2792.7231269169506,,
3198,57,905,2020-11-15,14,Rail,226.8202731153997,1216.4316578151763,,
3199,95,755,2020-11-15,2,Drone,305.4099219424496,132.11973713480145,,
3200,1,676,2020-11-15,80,Drone,222.94355917883445,5131.275787869196,,
3201,41,280,2020-11-16,63,Truck,245.12926942340195,2543.146519109516,,
3202,42,494,2020-11-16,39,Truck,398.0268323906949,6387.411331720211,,
3203,40,979,2020-11-16,44,Rail,384.8794036725756,2670.0721791536143,,
3204,65,72,2020-11-16,27,Truck,458.7421070407108,4265.527887033263,,
3205,82,721,2020-11-16,15,Rail,411.3719518586952,2487.3070834842665,,
3206,70,9,2020-11-16,29,Drone,245.66969366630323,2272.830402085232,,
3207,8,690,2020-11-16,31,Truck,224.92527014849773,3196.9245159565344,,
3208,22,479,2020-11-16,73,Rail,172.46215307525097,1899.0826347859384,,
3209,38,241,2020-11-16,22,Rail,275.55512224358534,1313.9821435399826,,
3210,84,504,2020-11-16,10,Drone,412.723427962362,1810.1372639042208,,
3211,72,757,2020-11-17,30,Truck,343.33248465464976,4403.552954423108,,
3212,28,179,2020-11-17,94,Rail,381.8575457469116,15965.734528113162,,
3213,71,75,2020-11-17,20,Drone,169.90550727342605,995.2309300540296,,
3214,92,516,2020-11-17,43,Drone,25.572882254059344,397.8414228306192,,
3215,11,580,2020-11-17,28,Rail,43.598316973532725,292.34320433108127,,
3216,14,746,2020-11-17,9,Drone,235.8019433418416,753.2850666786342,,
3217,82,58,2020-11-17,6,Truck,350.87632915856403,358.78163725635943,,
